parameter_id,run_id,benchmark_dir,device_model,device_id,aicore_id,cann_version,driver_version,variant,problem_size,loop_count,warmup_count,repeat_index,elapsed_cycles,elapsed_us,bytes_moved,operations,measured_value,unit,notes
V3,V3_1,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V3_cl500,"chain=500,m=0,n=0,k=0,streams=1,veclen=64",500,5,1,29113,17.644242424242425,500,500,29113,cycles,V3_cl500
V3,V3_2,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V3_cl1000,"chain=1000,m=0,n=0,k=0,streams=1,veclen=64",1000,5,2,58200,35.27272727272727,1000,1000,58200,cycles,V3_cl1000
V3,V3_3,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V3_cl2000,"chain=2000,m=0,n=0,k=0,streams=1,veclen=64",2000,5,3,116379,70.53272727272727,2000,2000,116379,cycles,V3_cl2000
V3,V3_4,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V3_cl4000,"chain=4000,m=0,n=0,k=0,streams=1,veclen=64",4000,5,4,232714,141.03878787878787,4000,4000,232714,cycles,V3_cl4000
V4,V4_0,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V4_s1,"chain=1000,m=0,n=0,k=0,streams=1,veclen=64",1000,5,0,16374,9.923636363636364,1000,1000,16374,cycles,V4_s1
V4,V4_1,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V4_s2,"chain=1000,m=0,n=0,k=0,streams=2,veclen=64",1000,5,1,30311,18.37030303030303,1000,1000,30311,cycles,V4_s2
V4,V4_2,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V4_s3,"chain=1000,m=0,n=0,k=0,streams=3,veclen=64",1000,5,2,44251,26.81878787878788,1000,1000,44251,cycles,V4_s3
V4,V4_3,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V4_s4,"chain=1000,m=0,n=0,k=0,streams=4,veclen=64",1000,5,3,58192,35.267878787878786,1000,1000,58192,cycles,V4_s4
V4,V4_4,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V4_s5,"chain=1000,m=0,n=0,k=0,streams=5,veclen=64",1000,5,4,72124,43.71151515151515,1000,1000,72124,cycles,V4_s5
V4,V4_5,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V4_s6,"chain=1000,m=0,n=0,k=0,streams=6,veclen=64",1000,5,5,86067,52.161818181818184,1000,1000,86067,cycles,V4_s6
V4,V4_6,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V4_s7,"chain=1000,m=0,n=0,k=0,streams=7,veclen=64",1000,5,6,99995,60.6030303030303,1000,1000,99995,cycles,V4_s7
V4,V4_7,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V4_s8,"chain=1000,m=0,n=0,k=0,streams=8,veclen=64",1000,5,7,113951,69.06121212121212,1000,1000,113951,cycles,V4_s8
V5,V5_0,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V5_cl200_v64,"chain=200,m=0,n=0,k=0,streams=1,veclen=64",200,5,0,3283,1.9896969696969697,200,200,3283,cycles,V5_cl200_v64
V5,V5_1,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V5_cl500_v64,"chain=500,m=0,n=0,k=0,streams=1,veclen=64",500,5,1,8192,4.964848484848485,500,500,8192,cycles,V5_cl500_v64
V5,V5_2,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V5_cl1000_v64,"chain=1000,m=0,n=0,k=0,streams=1,veclen=64",1000,5,2,16373,9.923030303030304,1000,1000,16373,cycles,V5_cl1000_v64
V5,V5_3,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V5_cl2000_v64,"chain=2000,m=0,n=0,k=0,streams=1,veclen=64",2000,5,3,32738,19.84121212121212,2000,2000,32738,cycles,V5_cl2000_v64
V5,V5_4,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V5_cl1000_v16,"chain=1000,m=0,n=0,k=0,streams=1,veclen=16",1000,5,4,16372,9.922424242424242,1000,1000,16372,cycles,V5_cl1000_v16
V5,V5_5,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V5_cl1000_v32,"chain=1000,m=0,n=0,k=0,streams=1,veclen=32",1000,5,5,16373,9.923030303030304,1000,1000,16373,cycles,V5_cl1000_v32
V5,V5_6,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V5_cl1000_v64,"chain=1000,m=0,n=0,k=0,streams=1,veclen=64",1000,5,6,16373,9.923030303030304,1000,1000,16373,cycles,V5_cl1000_v64
V5,V5_7,ubench/kernels,Ascend910B,0,0,9.0.0,25.5.2,V5_cl1000_v128,"chain=1000,m=0,n=0,k=0,streams=1,veclen=128",1000,5,7,18193,11.026060606060605,1000,1000,18193,cycles,V5_cl1000_v128
